press_id,cycle_index,activation_no,i_inrush_peak_a,t_inrush_ms,i2t_activation_a2s,t_hf_min,i_anode_a,u_anode_v,damage_true,fuse_blown,split
P05,4,2,871.6,17.03,4310.9,4.2,6.829,7017.1,0.11224,0,train
P05,4,3,775.7,18.35,3680.5,5.39,6.822,7011.6,0.11957,0,train
P05,5,1,906.6,19.35,5301.0,3.76,6.85,7046.9,0.13389,0,train
P05,5,2,878.1,16.1,4137.9,3.67,6.832,6998.8,0.14428,0,train
P05,5,3,798.8,18.22,3873.9,4.64,6.827,7038.9,0.1547,0,train
P05,6,1,888.5,14.7,3868.8,4.01,6.902,6984.9,0.16297,0,train
P05,6,2,771.1,21.1,4181.3,2.78,6.872,6993.4,0.17331,0,train
P05,6,3,739.0,17.3,3149.4,2.91,6.889,6980.4,0.18026,0,train
P05,7,1,914.1,17.88,4981.2,4.43,6.825,7033.6,0.19575,0,train
P05,7,2,795.1,19.46,4102.1,5.47,6.811,7016.5,0.20523,0,train
P05,7,3,794.3,14.61,3072.8,3.56,6.827,7011.8,0.21229,0,train
P05,8,1,942.7,16.26,4815.6,4.65,6.686,6982.0,0.22378,0,train
P05,8,2,847.9,16.52,3958.2,4.32,6.713,6982.5,0.23403,0,train
P05,8,3,808.9,18.85,4110.0,4.79,6.694,6991.0,0.24274,0,train
P05,9,1,937.3,18.02,5275.7,5.92,6.882,7025.7,0.25718,0,train
P05,9,2,826.5,16.54,3765.9,4.14,6.912,7032.7,0.26533,0,train
P05,9,3,838.5,23.28,5457.4,4.81,6.906,7017.8,0.27831,0,train
P05,10,1,963.5,20.97,6488.0,7.93,7.001,6978.5,0.29803,0,train
P05,10,2,956.0,14.1,4297.0,6.39,7.016,6982.6,0.30623,0,train
P05,11,1,930.9,11.4,3293.7,7.33,6.901,6972.9,0.31456,0,train
P05,11,2,791.1,19.25,4015.1,7.01,6.871,6986.4,0.32307,0,train
P05,12,1,854.5,18.7,4552.6,5.65,6.808,7006.0,0.33434,0,train
P05,12,2,767.8,16.58,3258.7,5.45,6.814,7033.4,0.34156,0,train
P05,13,1,920.8,16.21,4580.3,8.07,6.949,7009.7,0.35322,0,train
P05,13,2,884.6,14.3,3731.0,7.24,6.947,7003.7,0.36364,0,train
P05,14,1,919.8,10.84,3055.8,5.87,7.036,6991.3,0.37041,0,train
P05,14,2,827.3,20.04,4571.9,6.43,7.023,6982.2,0.38183,0,train
P05,14,3,878.5,18.67,4803.3,6.75,7.004,6994.6,0.39526,0,train
P05,15,1,927.4,18.72,5367.9,5.13,6.975,7031.4,0.40963,0,train
P05,15,2,888.9,18.91,4979.9,5.7,6.991,7011.0,0.42257,0,train
P05,15,3,806.7,20.19,4380.4,3.75,6.98,7031.9,0.43496,0,train
P05,16,1,924.1,19.96,5681.1,5.89,6.987,6996.7,0.44877,0,train
P05,16,2,862.9,13.6,3375.1,7.02,7.003,7016.1,0.45646,0,train
P05,17,1,939.2,16.23,4772.0,3.6,6.805,6982.7,0.46747,0,train
P05,17,2,846.0,17.3,4127.7,4.45,6.839,6975.2,0.47834,0,train
P05,17,3,879.2,11.7,3015.0,4.27,6.812,6999.0,0.48431,0,train
P05,18,1,870.1,21.85,5513.9,4.87,6.772,7006.0,0.4972,0,train
P05,18,2,882.7,18.41,4779.8,3.79,6.754,6999.7,0.50985,0,train
P05,18,3,934.3,18.44,5365.0,3.65,6.782,6974.8,0.52318,0,train
P05,19,1,962.2,16.37,5051.8,5.19,6.947,7025.0,0.53648,0,train
P05,19,2,891.6,19.65,5206.8,4.94,6.945,7017.9,0.5474,0,train
P05,19,3,825.4,18.85,4281.9,5.9,6.94,7024.2,0.55747,0,train
P05,20,1,933.9,18.82,5470.1,2.77,6.829,7042.3,0.57157,0,train
P05,20,2,936.4,17.06,4986.1,4.82,6.812,6998.0,0.58223,0,train
P05,20,3,986.1,13.94,4519.2,4.46,6.828,7018.3,0.59224,0,train
P05,21,1,982.5,20.84,6704.0,6.06,6.78,6990.5,0.61112,0,train
P05,21,2,962.9,17.86,5519.4,7.62,6.772,6993.7,0.62587,0,train
P05,22,1,977.7,20.88,6651.9,4.03,6.816,7007.0,0.64492,0,train
P05,22,2,872.7,19.94,5061.7,2.56,6.817,6989.8,0.65698,0,train
P05,22,3,963.0,21.72,6714.9,3.89,6.828,7006.1,0.67494,0,train
P05,23,1,895.3,16.27,4348.6,6.42,6.752,7021.1,0.68629,0,train
P05,23,2,814.6,17.75,3925.2,7.4,6.739,7006.6,0.69515,0,train
P05,24,1,908.1,15.96,4388.1,5.75,6.815,7030.9,0.70601,0,train
P05,24,2,788.9,19.65,4077.0,5.56,6.819,7021.8,0.71715,0,train
P05,24,3,920.4,13.09,3695.0,5.17,6.817,7025.1,0.72521,0,train
P05,25,1,922.1,18.12,5135.0,6.37,6.929,6985.9,0.73779,0,train
P05,25,2,846.8,17.19,4109.7,5.89,6.924,7001.5,0.74677,0,train
P05,26,1,922.5,17.23,4888.9,6.15,6.961,7015.5,0.76065,0,train
P05,26,2,895.4,17.34,4635.4,6.97,6.974,7012.8,0.77222,0,train
P05,27,1,1017.2,16.47,5681.0,7.52,6.897,6973.1,0.7861,0,train
P05,27,2,858.4,18.29,4491.5,5.96,6.899,6954.8,0.79514,0,train
P05,28,1,985.5,19.87,6434.5,7.06,6.765,6997.9,0.8139,0,train
P05,28,2,969.7,18.98,5949.1,7.22,6.761,7035.8,0.83334,0,train
P05,29,1,993.8,20.53,6759.1,6.5,6.822,6997.3,0.84954,0,train
P05,29,2,818.3,21.08,4705.8,5.9,6.831,6993.5,0.86256,0,train
P05,29,3,874.5,14.94,3808.3,5.28,6.827,7019.4,0.87214,0,train
P05,30,1,1054.0,14.27,5282.9,8.22,6.74,7024.5,0.88631,0,train
P05,30,2,890.6,16.0,4229.1,6.81,6.738,7018.3,0.897,0,train
P05,31,1,949.4,19.41,5833.1,6.49,6.837,7025.5,0.91158,0,train
P05,31,2,936.4,23.89,6983.8,7.3,6.848,7012.7,0.93047,0,train
P05,32,1,1002.7,16.72,5602.4,5.4,6.755,7017.6,0.94606,0,train
P05,32,2,908.9,14.52,3999.2,5.67,6.752,7014.2,0.95564,0,train
P05,32,3,914.3,18.38,5122.8,5.32,6.768,7020.4,0.96906,0,train
P05,33,1,1073.4,15.73,6040.0,4.34,6.875,7034.1,0.98716,0,train
P05,33,2,856.6,15.91,3892.9,3.56,6.843,7020.5,0.99518,0,train
P05,33,3,894.4,18.35,4893.4,4.23,6.868,7019.7,1.0,1,train
P06,1,1,721.2,24.43,4235.9,6.76,6.864,7011.2,0.01106,0,train
P06,1,2,644.9,17.32,2401.8,6.4,6.867,7021.9,0.0172,0,train
P06,2,1,645.4,19.16,2661.1,7.34,6.909,6986.4,0.02371,0,train
P06,2,2,633.7,14.17,1896.8,7.65,6.901,6983.4,0.02797,0,train
P06,3,1,754.0,10.5,1989.9,4.62,6.834,7023.1,0.03221,0,train
P06,3,2,729.7,15.8,2805.1,4.16,6.85,6984.0,0.03963,0,train
P06,3,3,650.3,23.07,3252.9,4.95,6.845,6996.5,0.0484,0,train
P06,4,1,717.1,20.37,3491.4,3.49,6.917,7017.0,0.05811,0,train
P06,4,2,640.3,20.6,2815.2,5.63,6.898,7041.1,0.06559,0,train
P06,4,3,616.3,19.61,2483.0,6.02,6.917,7025.2,0.07228,0,train
P06,5,1,651.6,22.17,3137.1,5.58,6.954,6992.0,0.08059,0,train
P06,5,2,649.8,19.39,2728.8,4.8,6.98,7018.5,0.08768,0,train
P06,5,3,601.2,14.07,1695.4,5.43,6.951,6981.0,0.09088,0,train
P06,6,1,766.5,17.32,3391.0,7.26,6.867,7003.1,0.10062,0,train
P06,6,2,681.1,22.06,3410.9,6.16,6.856,6991.1,0.10928,0,train
P06,7,1,735.9,17.92,3235.7,5.89,6.857,6992.6,0.11719,0,train
P06,7,2,686.7,19.19,3015.5,4.66,6.844,7053.5,0.12491,0,train
P06,8,1,670.0,13.11,1961.4,6.9,7.003,7018.7,0.12857,0,train
P06,8,2,705.8,17.6,2922.8,6.92,6.996,6997.5,0.13589,0,train
P06,9,1,765.1,18.91,3689.5,6.13,6.904,7005.2,0.14388,0,train
P06,9,2,669.9,19.47,2912.2,5.32,6.894,7017.5,0.15104,0,train
P06,10,1,714.7,15.68,2669.7,7.02,6.909,6980.9,0.15738,0,train
P06,10,2,669.4,18.24,2724.5,8.45,6.908,7006.1,0.1645,0,train
P06,11,1,719.0,18.17,3131.6,4.58,6.785,6998.2,0.17207,0,train
P06,11,2,595.1,17.22,2033.3,4.6,6.75,6992.4,0.17561,0,train
P06,11,3,694.1,20.05,3220.5,6.1,6.767,6971.8,0.18423,0,train
P06,12,1,769.5,16.42,3241.2,2.55,6.878,7002.1,0.19287,0,train
P06,12,2,676.1,16.24,2474.6,4.1,6.862,7000.9,0.19948,0,train
P06,12,3,679.0,21.51,3306.1,3.92,6.865,6984.9,0.20774,0,train
P06,13,1,731.4,19.19,3422.2,4.54,6.917,7020.8,0.21508,0,train
P06,13,2,666.4,17.72,2622.6,4.25,6.894,7026.0,0.22257,0,train
P06,13,3,715.3,14.61,2491.3,5.61,6.926,7000.2,0.22797,0,train
P06,14,1,705.2,15.74,2609.0,6.17,6.764,7015.2,0.23561,0,train
P06,14,2,739.7,16.08,2932.6,6.06,6.792,7029.2,0.24389,0,train
P06,15,1,729.9,17.24,3061.2,11.14,6.817,7021.9,0.25097,0,train
P06,15,2,617.5,15.41,1958.7,9.8,6.852,7026.7,0.25502,0,train
P06,16,1,771.5,18.51,3672.9,6.32,6.838,6997.6,0.26562,0,train
P06,16,2,738.2,16.74,3040.0,3.14,6.825,6973.5,0.27334,0,train
P06,16,3,782.0,18.05,3680.3,6.01,6.821,6984.3,0.28256,0,train
P06,17,1,884.4,14.41,3757.3,5.02,6.869,6963.8,0.29163,0,train
P06,17,2,704.1,22.06,3645.6,3.62,6.865,6991.0,0.30194,0,train
P06,17,3,713.0,22.54,3818.3,4.33,6.866,6992.9,0.3119,0,train
P06,18,1,808.8,13.49,2940.7,6.6,6.998,6960.8,0.32034,0,train
P06,18,2,732.7,17.29,3093.1,5.14,6.978,6968.1,0.32898,0,train
P06,19,1,768.5,14.5,2855.1,4.42,6.952,7016.2,0.33517,0,train
P06,19,2,682.9,18.18,2826.7,3.67,6.968,7009.9,0.34117,0,train
P06,19,3,696.2,16.23,2621.4,4.83,6.98,7010.6,0.347,0,train
P06,20,1,737.8,17.42,3160.3,5.85,6.707,7024.2,0.35425,0,train
P06,20,2,704.2,17.58,2905.7,5.06,6.687,7023.5,0.36156,0,train
P06,20,3,642.0,14.24,1957.0,5.72,6.697,7009.6,0.36575,0,train
P06,21,1,765.0,16.33,3186.1,5.77,7.039,6997.7,0.37343,0,train
P06,21,2,725.8,15.63,2744.2,5.44,7.042,6998.1,0.37988,0,train
P06,22,1,747.6,19.7,3669.7,4.7,6.774,7015.2,0.39166,0,train
P06,22,2,743.7,20.68,3813.2,5.45,6.816,7029.8,0.40366,0,train
P06,22,3,708.0,16.34,2730.1,4.32,6.832,7018.0,0.40931,0,train
P06,23,1,695.5,13.65,2200.1,8.03,6.915,7025.7,0.41437,0,train
P06,23,2,647.0,18.38,2565.0,7.77,6.897,7023.9,0.41973,0,train
P06,24,1,788.4,20.04,4151.3,7.33,6.901,6970.7,0.43091,0,train
P06,24,2,723.2,18.41,3209.3,4.62,6.924,6971.2,0.43898,0,train
P06,25,1,797.2,16.58,3512.7,8.2,7.12,7034.8,0.44671,0,train
P06,25,2,636.6,17.27,2333.4,6.29,7.092,7010.6,0.45198,0,train
P06,25,3,709.9,16.32,2741.9,5.91,7.098,7014.9,0.45798,0,train
P06,26,1,758.2,17.06,3270.0,6.43,6.747,6996.4,0.46549,0,train
P06,26,2,723.9,20.26,3538.3,7.76,6.726,7020.8,0.47417,0,train
P06,27,1,748.8,15.72,2938.2,7.07,6.95,6983.7,0.48171,0,train
P06,27,2,687.2,19.75,3108.5,8.54,6.96,6996.4,0.49031,0,train
P06,28,1,773.5,17.55,3500.4,6.63,6.925,6997.2,0.49978,0,train
P06,28,2,707.2,12.67,2111.5,6.06,6.892,6994.5,0.50486,0,train
P06,29,1,789.4,13.11,2723.1,7.77,6.713,6993.6,0.51134,0,train
P06,29,2,711.7,19.32,3261.0,5.21,6.735,7014.2,0.51884,0,train
P06,30,1,795.1,16.19,3411.8,6.14,6.764,7018.9,0.52644,0,train
P06,30,2,760.7,18.51,3570.9,6.72,6.761,7005.7,0.53601,0,train
P06,31,1,781.8,19.96,4066.0,4.22,6.885,7052.5,0.54736,0,train
P06,31,2,706.9,22.36,3724.7,3.17,6.894,7044.8,0.55561,0,train
P06,31,3,704.9,18.13,3002.8,3.64,6.878,7041.6,0.56331,0,train
P06,32,1,782.7,16.07,3281.2,5.9,6.948,6994.5,0.57205,0,train
P06,32,2,764.0,18.8,3658.5,5.07,6.932,6993.7,0.58287,0,train
P06,32,3,685.3,11.65,1824.2,3.79,6.952,7015.0,0.58659,0,train
P06,33,1,752.6,18.06,3409.1,7.11,6.948,6999.4,0.5954,0,train
P06,33,2,741.5,15.19,2784.5,6.81,6.947,7019.7,0.60276,0,train
P06,34,1,816.7,17.59,3910.8,6.47,6.743,6982.5,0.61448,0,train
P06,34,2,679.6,14.65,2255.4,5.99,6.741,6976.4,0.61833,0,train
P06,34,3,718.4,16.62,2858.7,5.82,6.749,6949.0,0.62547,0,train
P06,35,1,824.9,18.07,4099.2,5.57,6.934,6996.5,0.63777,0,train
P06,35,2,708.2,18.91,3161.8,7.77,6.946,6978.5,0.64608,0,train
P06,36,1,760.7,21.24,4096.9,7.44,6.833,7001.1,0.65713,0,train
P06,36,2,815.7,16.88,3745.1,4.24,6.824,7024.4,0.66659,0,train
P06,37,1,811.2,19.27,4226.5,4.93,6.82,6971.7,0.67863,0,train
P06,37,2,737.4,18.18,3295.1,5.59,6.826,6969.6,0.68707,0,train
P06,38,1,790.7,21.11,4400.2,4.9,7.004,6995.5,0.69962,0,train
P06,38,2,802.0,20.91,4482.7,5.5,7.021,6979.4,0.71392,0,train
P06,39,1,812.3,16.94,3726.3,6.82,6.777,7012.6,0.72325,0,train
P06,39,2,773.6,15.58,3107.1,7.94,6.763,7005.0,0.73107,0,train
P06,40,1,703.2,19.8,3264.0,8.12,6.925,6993.4,0.73923,0,train
P06,40,2,728.6,15.9,2813.7,7.74,6.894,6973.7,0.74507,0,train
P06,41,1,842.7,18.32,4337.6,7.59,7.022,7006.3,0.75729,0,train
P06,41,2,708.4,17.16,2869.8,6.13,7.044,7028.6,0.76495,0,train
P06,42,1,810.8,16.88,3699.4,3.61,6.879,7005.1,0.77509,0,train
P06,42,2,759.3,16.97,3261.5,3.6,6.881,6986.3,0.78267,0,train
P06,42,3,752.3,14.29,2696.1,4.02,6.872,7019.4,0.78938,0,train
P06,43,1,800.1,21.85,4663.1,4.2,6.822,7024.8,0.80085,0,train
P06,43,2,764.4,15.86,3089.6,5.53,6.826,7003.9,0.80849,0,train
P06,44,1,817.1,16.11,3586.3,6.18,6.969,7007.6,0.81891,0,train
P06,44,2,742.2,18.01,3307.7,3.37,6.976,6990.5,0.8282,0,train
P06,44,3,712.7,16.03,2713.9,4.54,6.993,6977.0,0.83458,0,train
P06,45,1,846.6,20.05,4790.0,5.82,7.0,6998.0,0.84971,0,train
P06,45,2,739.2,19.06,3470.7,5.51,6.986,7014.4,0.85916,0,train
P06,45,3,678.6,22.73,3489.2,5.62,7.0,7017.6,0.86925,0,train
P06,46,1,822.7,18.3,4129.2,4.62,7.033,7026.3,0.88159,0,train
P06,46,2,723.9,19.58,3420.4,3.72,7.029,7046.6,0.89023,0,train
P06,46,3,727.2,20.96,3694.4,4.2,7.024,7026.7,0.90036,0,train
P06,47,1,813.8,17.67,3901.9,4.69,6.879,7028.2,0.90908,0,train
P06,47,2,792.6,18.63,3901.1,4.27,6.865,7017.7,0.91897,0,train
P06,47,3,859.6,19.05,4692.9,5.71,6.889,7015.6,0.93159,0,train
P06,48,1,794.0,12.97,2725.6,4.59,6.842,7013.0,0.93831,0,train
P06,48,2,765.5,19.06,3722.6,5.8,6.859,7007.1,0.94908,0,train
P06,48,3,829.3,19.01,4356.9,5.61,6.867,7003.0,0.96205,0,train
P06,49,1,816.0,18.48,4102.0,7.15,6.76,7029.8,0.97312,0,train
P06,49,2,801.6,19.05,4080.7,6.39,6.764,7021.8,0.98578,0,train
P06,50,1,793.3,14.54,3050.8,6.97,6.818,6985.5,0.99205,0,train
P06,50,2,824.9,19.53,4430.1,7.93,6.804,7001.0,1.0,1,train
P07,1,1,692.6,14.75,2358.5,6.3,6.91,7010.1,0.0051,0,train
P07,1,2,650.8,19.44,2744.2,5.84,6.913,7011.1,0.01083,0,train
P07,1,3,661.4,19.69,2872.1,5.95,6.933,7000.1,0.01589,0,train
P07,2,1,681.4,18.09,2799.7,6.3,6.873,6993.9,0.02194,0,train
P07,2,2,674.7,19.78,3002.2,4.81,6.871,7014.1,0.0292,0,train
P07,3,1,732.5,20.33,3636.5,8.52,6.773,6976.7,0.03871,0,train
P07,3,2,663.7,16.01,2350.9,8.51,6.754,6972.5,0.04364,0,train
P07,4,1,740.8,16.97,3104.4,7.6,6.827,6972.2,0.052,0,train
P07,4,2,659.9,16.52,2397.9,8.04,6.838,6964.9,0.05723,0,train
P07,5,1,700.9,24.3,3978.1,7.44,6.779,6982.1,0.068,0,train
P07,5,2,692.1,14.26,2276.5,7.44,6.769,6999.6,0.07306,0,train
P07,6,1,762.1,18.41,3564.5,9.76,6.942,6975.0,0.08299,0,train
P07,6,2,678.5,17.49,2684.4,10.48,6.947,6976.7,0.08936,0,train
P07,7,1,702.7,19.13,3148.5,7.57,6.912,7047.2,0.09714,0,train
P07,7,2,661.2,13.06,1903.8,6.76,6.892,7016.2,0.1011,0,train
P07,8,1,756.2,20.82,3968.3,6.97,6.739,6973.9,0.11148,0,train
P07,8,2,647.4,15.34,2142.6,6.04,6.73,6974.1,0.11662,0,train
P07,9,1,769.9,20.16,3982.9,5.39,6.893,6977.1,0.12674,0,train
P07,9,2,637.4,19.09,2584.7,4.71,6.894,6975.7,0.13262,0,train
P07,9,3,704.3,16.07,2656.4,4.29,6.884,6967.3,0.13928,0,train
P07,10,1,763.1,12.81,2487.3,5.28,6.813,6984.7,0.14455,0,train
P07,10,2,699.6,21.02,3429.3,5.59,6.833,6990.6,0.15246,0,train
P07,10,3,687.5,18.5,2914.7,5.28,6.823,7000.9,0.15969,0,train
P07,11,1,805.1,16.48,3560.7,8.41,6.799,6972.8,0.16858,0,train
P07,11,2,717.5,18.96,3254.5,7.02,6.796,6983.8,0.17695,0,train
P07,12,1,755.1,18.24,3466.3,6.61,6.708,7006.4,0.1852,0,train
P07,12,2,659.7,22.41,3250.3,7.32,6.707,7021.4,0.19448,0,train
P07,13,1,764.2,20.74,4037.5,5.74,6.935,7020.1,0.20484,0,train
P07,13,2,668.2,20.17,3002.1,5.55,6.919,6995.9,0.21253,0,train
P07,14,1,670.4,14.94,2239.0,5.76,6.791,7016.4,0.21665,0,train
P07,14,2,658.2,14.66,2117.1,5.18,6.784,6990.1,0.22072,0,train
P07,15,1,706.5,15.95,2653.6,4.88,6.759,6981.3,0.22594,0,train
P07,15,2,703.6,18.89,3117.2,5.3,6.738,7003.4,0.23275,0,train
P07,15,3,696.3,21.1,3410.3,4.56,6.733,7016.6,0.24044,0,train
P07,16,1,764.8,17.21,3356.5,3.15,6.829,7001.6,0.24963,0,train
P07,16,2,709.0,18.1,3032.9,5.48,6.849,7008.1,0.2568,0,train
P07,16,3,675.5,17.74,2698.6,4.42,6.862,7005.5,0.26405,0,train
P07,17,1,732.0,13.14,2347.2,6.76,6.829,7021.0,0.26907,0,train
P07,17,2,674.4,15.45,2341.9,4.8,6.841,7040.3,0.27405,0,train
P07,17,3,694.8,20.78,3344.3,5.5,6.846,7020.5,0.28248,0,train
P07,18,1,710.3,12.66,2129.6,7.57,6.878,6998.6,0.28714,0,train
P07,18,2,632.8,17.7,2362.6,6.36,6.879,6992.3,0.29242,0,train
P07,19,1,707.2,12.3,2050.4,7.02,6.857,7013.6,0.29598,0,train
P07,19,2,720.6,17.6,3047.2,7.42,6.848,6966.6,0.3034,0,train
P07,20,1,754.2,14.19,2690.1,4.53,6.817,7011.0,0.30924,0,train
P07,20,2,734.1,23.33,4190.9,2.71,6.824,7003.8,0.32076,0,train
P07,20,3,705.4,15.48,2567.0,4.63,6.793,7012.9,0.32592,0,train
P07,21,1,777.2,18.47,3717.8,5.1,6.814,6999.3,0.33684,0,train
P07,21,2,728.8,22.02,3898.7,4.89,6.816,6983.6,0.34611,0,train
P07,21,3,694.9,16.39,2638.7,5.59,6.812,6988.0,0.35241,0,train
P07,22,1,691.7,16.83,2683.6,6.2,6.809,6953.7,0.35818,0,train
P07,22,2,626.2,10.6,1385.7,5.48,6.803,6966.8,0.36105,0,train
P07,23,1,814.7,20.28,4486.6,2.91,6.704,6964.4,0.37333,0,train
P07,23,2,724.5,17.12,2996.1,4.44,6.718,6994.2,0.37971,0,train
P07,23,3,729.4,18.0,3192.7,4.13,6.702,6993.5,0.38666,0,train
P07,24,1,697.4,20.38,3304.0,6.51,6.836,7013.2,0.39452,0,train
P07,24,2,667.0,19.04,2824.3,5.49,6.838,7015.0,0.40211,0,train
P07,25,1,748.5,22.94,4283.6,7.23,6.704,7004.0,0.41297,0,train
P07,25,2,761.2,17.52,3384.7,7.38,6.709,6997.3,0.42167,0,train
P07,26,1,846.1,16.23,3874.2,6.06,6.814,6969.1,0.43207,0,train
P07,26,2,809.2,19.15,4178.8,6.36,6.797,6981.8,0.44328,0,train
P07,27,1,767.2,15.87,3113.6,6.49,6.83,6984.3,0.45182,0,train
P07,27,2,710.2,18.16,3053.3,4.3,6.802,6995.1,0.46029,0,train
P07,28,1,798.9,16.67,3546.7,5.74,6.734,6992.5,0.47023,0,train
P07,28,2,704.7,22.89,3789.6,5.98,6.746,6977.1,0.48114,0,train
P07,28,3,709.8,15.7,2636.6,6.11,6.764,6979.6,0.48734,0,train
P07,29,1,818.0,19.48,4344.4,6.49,6.726,6950.7,0.49829,0,train
P07,29,2,731.3,18.42,3283.7,9.47,6.72,6949.6,0.50591,0,train
P07,30,1,739.7,16.29,2972.2,5.93,6.868,6990.8,0.513,0,train
P07,30,2,707.1,19.35,3225.4,6.44,6.861,6980.3,0.52131,0,train
P07,31,1,878.3,15.14,3891.8,7.42,6.87,6990.9,0.5305,0,train
P07,31,2,691.3,19.62,3125.6,6.61,6.853,6997.5,0.53849,0,train
P07,32,1,768.6,19.74,3887.1,4.39,6.935,7002.5,0.54717,0,train
P07,32,2,720.0,22.83,3945.3,3.83,6.921,6982.1,0.55829,0,train
P07,32,3,762.7,18.81,3646.5,5.43,6.94,6978.8,0.56923,0,train
P07,33,1,800.2,15.41,3290.1,6.21,6.718,6998.4,0.57732,0,train
P07,33,2,741.6,17.81,3265.1,6.82,6.702,7005.3,0.58619,0,train
P07,34,1,774.0,18.42,3678.6,7.21,6.801,6981.4,0.59582,0,train
P07,34,2,709.1,17.94,3006.2,8.16,6.772,6976.9,0.60438,0,train
P07,35,1,824.6,17.16,3890.2,7.3,6.872,7014.4,0.61414,0,train
P07,35,2,787.1,16.36,3379.6,7.97,6.87,7012.4,0.62327,0,train
P07,36,1,821.1,18.59,4179.2,6.03,6.836,7022.8,0.6355,0,train
P07,36,2,762.0,15.35,2969.9,5.53,6.831,7007.9,0.64143,0,train
P07,36,3,763.0,19.36,3758.0,5.68,6.851,6997.2,0.65008,0,train
P07,37,1,788.1,18.23,3773.7,7.06,6.833,6993.6,0.65916,0,train
P07,37,2,808.7,16.18,3527.8,6.81,6.812,6974.5,0.66838,0,train
P07,38,1,815.8,21.71,4816.0,5.6,6.9,6991.3,0.68182,0,train
P07,38,2,795.4,20.45,4313.4,4.74,6.901,7020.0,0.69339,0,train
P07,38,3,781.4,19.78,4026.1,7.09,6.897,7004.7,0.70408,0,train
P07,39,1,829.2,16.45,3769.1,6.54,6.901,6998.9,0.71205,0,train
P07,39,2,773.6,16.38,3267.9,5.22,6.898,6983.7,0.72033,0,train
P07,40,1,779.1,14.0,2831.8,4.07,6.808,6976.0,0.72659,0,train
P07,40,2,755.6,17.5,3330.7,5.85,6.822,6972.3,0.73566,0,train
P07,40,3,818.4,17.42,3888.7,3.91,6.815,6989.6,0.74442,0,train
P07,41,1,804.5,21.36,4607.6,7.22,6.774,6952.4,0.75636,0,train
P07,41,2,727.8,16.32,2882.3,6.06,6.789,6969.4,0.76334,0,train
P07,42,1,893.0,20.1,5341.2,6.83,6.873,6996.0,0.78225,0,train
P07,42,2,771.6,18.3,3631.7,6.18,6.869,6985.5,0.79246,0,train
P07,43,1,790.5,16.92,3523.9,9.19,6.726,6993.3,0.80046,0,train
P07,43,2,780.0,18.38,3727.6,6.99,6.716,6980.2,0.80971,0,train
P07,44,1,880.0,18.35,4737.7,7.25,6.916,6982.2,0.82033,0,train
P07,44,2,796.2,21.16,4471.7,7.2,6.895,6959.4,0.83334,0,train
P07,45,1,802.2,17.97,3853.7,5.12,6.808,7009.8,0.84322,0,train
P07,45,2,830.6,17.94,4126.5,5.49,6.804,6986.8,0.85401,0,train
P07,46,1,854.9,21.6,5260.9,5.59,6.695,6997.0,0.87259,0,train
P07,46,2,780.2,13.01,2639.7,7.04,6.705,6993.9,0.87877,0,train
P07,47,1,851.5,18.89,4565.1,6.77,6.697,7040.9,0.89221,0,train
P07,47,2,832.9,13.96,3227.4,6.0,6.705,7011.9,0.9006,0,train
P07,48,1,895.8,18.77,5019.7,5.64,6.82,7002.1,0.91495,0,train
P07,48,2,736.3,15.18,2743.4,5.75,6.828,7011.5,0.92111,0,train
P07,48,3,879.3,15.33,3951.6,6.95,6.839,6996.2,0.93114,0,train
P07,49,1,927.0,20.18,5781.1,2.88,6.92,6983.2,0.94681,0,train
P07,49,2,755.8,19.62,3735.5,4.01,6.898,6985.9,0.95629,0,train
P07,49,3,714.8,20.3,3457.2,2.96,6.898,6980.8,0.96485,0,train
P07,50,1,768.1,18.92,3721.4,6.27,6.688,6965.2,0.97512,0,train
P07,50,2,816.6,18.58,4129.7,6.25,6.683,6986.4,0.98661,0,train
P07,50,3,856.7,20.92,5118.1,5.96,6.73,6987.0,1.0,1,train
P08,1,1,732.9,17.15,3070.0,6.88,6.708,6992.2,0.00825,0,train
P08,1,2,722.4,21.27,3699.9,5.55,6.664,6999.4,0.01924,0,train
P08,1,3,711.4,20.94,3532.8,6.0,6.713,7009.4,0.02771,0,train
P08,2,1,787.5,14.57,3010.6,8.0,6.748,7014.6,0.03543,0,train
P08,2,2,714.6,16.67,2838.2,7.73,6.732,7014.5,0.04289,0,train
P08,3,1,760.7,17.73,3419.1,7.81,6.71,7030.2,0.05083,0,train
P08,3,2,691.4,19.16,3053.3,6.32,6.7,7012.7,0.05907,0,train
P08,4,1,711.3,16.56,2793.0,7.21,6.75,7037.8,0.06615,0,train
P08,4,2,723.0,15.26,2659.3,5.53,6.737,7024.0,0.07327,0,train
P08,4,3,757.1,16.71,3191.5,7.97,6.771,7012.0,0.08024,0,train
P08,5,1,800.2,18.76,4005.0,7.57,6.889,6996.6,0.08784,0,train
P08,5,2,761.2,20.85,4027.7,10.21,6.881,6995.4,0.09802,0,train
P08,6,1,728.2,15.28,2700.7,7.11,6.723,6984.9,0.10449,0,train
P08,6,2,715.7,17.96,3067.3,5.43,6.713,6978.4,0.1123,0,train
P08,7,1,781.2,15.17,3086.3,6.61,6.841,6995.9,0.11933,0,train
P08,7,2,792.2,17.48,3657.2,6.21,6.868,6970.0,0.12805,0,train
P08,8,1,740.7,20.13,3682.0,7.56,6.787,6986.7,0.13814,0,train
