press_id,press_model,cycle_index,ts_start,shift,glue_type,wood_species,wood_moisture_pct,charge_thickness_mm,charge_area_m2,cycle_duration_min,n_activations,t_hf_total_min,u_anode_v_mean,u_anode_v_std,i_anode_a_mean,i_anode_a_max,p_anode_kw,i_prim_rms_a,cos_phi,u_ripple_v,i_inrush_peak_a_max,t_inrush_ms_mean,i2t_cycle_a2s,i2t_cum_a2s,t_hall_c,t_cabinet_c,t_fuse_holder_c,dt_fuse_cabinet_k,r_fuse_est_mohm,press_hours_total,hydraulic_pressure_bar,glue_batch_id,fuse_blown,damage_true,rul_cycles,blow_within_5,censored,split
P08,HFP-2400,21,2025-03-26 14:35,S,PVAc_D4,Buche,10.3,25.0,2.306,60.0,2,12.4,7020.8,11.24,6.777,6.808,47.58,83.43,0.9147,62.03,786.4,21.79,8395.7,164642.8,19.38,30.21,41.36,11.15,0.6329,29204.6,174.3,B6344,0,0.44519,23,0,0,train
P08,HFP-2400,22,2025-03-26 15:46,S,PVAc_D4,Esche,13.3,18.0,2.341,57.1,2,12.44,7008.6,13.64,6.952,6.986,48.73,85.35,0.9156,60.07,861.7,18.74,9179.4,173822.3,20.19,27.73,43.01,15.28,0.7195,29205.6,181.6,B7178,0,0.47074,22,0,0,train
P08,HFP-2400,23,2025-03-26 17:01,S,PUR,Fichte,10.36,22.0,2.228,56.9,2,14.01,7033.3,10.73,6.781,6.785,47.69,83.53,0.9157,53.64,827.7,16.64,7502.8,181325.1,19.35,31.23,41.21,9.98,0.5587,29206.5,179.5,B6345,0,0.49396,21,0,0,train
P08,HFP-2400,24,2025-03-26 18:11,S,PVAc_D3,Fichte,10.97,22.0,2.041,55.4,2,13.31,7001.3,9.33,6.762,6.792,47.34,83.46,0.9097,55.03,836.2,18.66,7894.7,189219.8,18.18,30.38,39.16,8.78,0.5964,29207.4,168.7,B1052,0,0.5164,20,0,0,train
P08,HFP-2400,25,2025-03-26 19:25,S,PVAc_D4,Buche,9.6,22.0,1.683,61.6,2,14.33,7011.2,9.23,6.704,6.745,47.0,83.07,0.9074,54.81,824.2,17.96,7120.8,196340.6,18.0,30.13,38.93,8.79,0.655,29208.5,165.9,B4154,0,0.53559,19,0,0,train
P08,HFP-2400,26,2025-03-26 20:35,S,PVAc_D3,Eiche,11.6,25.0,2.273,60.0,2,14.1,7008.7,9.1,6.857,6.873,48.06,83.3,0.9252,59.04,827.5,21.19,9490.9,205831.5,18.58,27.69,42.49,14.81,0.7761,29209.5,201.0,B3122,0,0.56492,18,0,0,train
P08,HFP-2400,27,2025-03-26 21:48,S,PUR,Fichte,8.88,22.0,2.502,64.8,2,15.97,7010.1,7.49,6.734,6.754,47.21,83.56,0.906,58.23,772.6,17.65,6946.7,212778.2,16.27,24.54,41.18,16.64,0.5664,29210.5,172.8,B2256,0,0.58397,17,0,0,train
P08,HFP-2400,28,2025-03-26 23:08,N,PVAc_D3,Buche,12.07,25.0,1.962,52.7,2,13.35,6994.9,8.99,6.839,6.882,47.84,83.89,0.9146,57.84,867.6,19.5,9093.8,221872.0,16.09,28.12,42.35,14.22,0.6368,29211.4,170.9,B6915,0,0.60921,16,0,0,train
P08,HFP-2400,29,2025-03-27 00:20,N,PUR,Esche,9.15,38.0,1.993,75.0,2,18.23,7005.5,7.61,6.7,6.714,46.94,82.94,0.9076,65.12,785.5,19.76,7032.3,228904.3,16.86,25.23,36.82,11.59,0.8488,29212.7,180.5,B7134,0,0.62795,15,0,0,train
P08,HFP-2400,30,2025-03-27 01:45,N,PVAc_D3,Fichte,9.39,18.0,1.925,56.3,2,11.59,7014.5,3.66,6.7,6.723,47.0,83.01,0.908,57.71,858.9,15.03,7209.5,236113.8,14.99,25.56,41.15,15.6,0.6315,29213.6,180.5,B4277,0,0.64676,14,0,0,train
P08,HFP-2400,31,2025-03-27 03:00,N,PVAc_D4,Buche,9.33,22.0,2.578,59.4,2,11.89,7018.6,11.94,6.737,6.782,47.28,83.45,0.9087,55.41,851.5,21.9,10083.3,246197.1,15.55,26.51,44.08,17.57,0.5418,29214.6,191.9,B4818,0,0.67804,13,0,0,train
P08,HFP-2400,32,2025-03-27 04:13,N,PVAc_D4,Buche,11.51,18.0,1.809,58.3,2,10.31,7011.8,9.31,6.785,6.823,47.57,83.59,0.9128,60.19,856.3,19.52,8675.6,254872.7,16.26,26.76,43.22,16.46,0.5699,29215.6,179.0,B7581,0,0.7017,12,0,0,train
P08,HFP-2400,33,2025-03-27 05:25,N,PVAc_D3,Eiche,10.81,25.0,2.214,58.3,2,11.63,6985.1,10.07,6.796,6.827,47.47,83.24,0.9145,65.82,835.1,21.47,9239.1,264111.7,16.61,28.41,44.32,15.91,0.7208,29216.5,163.4,B5978,0,0.73132,11,0,0,train
P08,HFP-2400,34,2025-03-27 06:37,F,PVAc_D3,Buche,9.64,38.0,2.192,68.5,2,14.51,7018.7,10.31,6.735,6.769,47.27,83.38,0.9092,63.51,861.8,15.92,7086.3,271198.1,15.54,25.44,41.19,15.75,0.7544,29217.7,187.0,B7626,0,0.75068,10,0,0,train
P08,HFP-2400,35,2025-03-27 07:59,F,PUR,Fichte,10.81,30.0,1.914,73.2,2,17.64,7015.3,6.72,6.837,6.865,47.96,83.64,0.9196,59.71,911.1,19.72,8418.6,279616.7,16.25,25.13,43.49,18.37,1.044,29218.9,179.1,B4634,0,0.77328,9,0,0,train
P08,HFP-2400,36,2025-03-27 09:26,F,PVAc_D3,Eiche,10.24,38.0,2.315,70.5,3,17.11,7004.3,9.37,6.783,6.82,47.51,83.52,0.9124,63.48,810.8,15.47,9254.4,288871.1,18.51,29.8,46.74,16.94,0.665,29220.1,186.8,B5579,0,0.79942,8,0,0,train
P08,HFP-2400,37,2025-03-27 10:55,F,PVAc_D4,Buche,11.8,18.0,2.737,62.6,2,11.91,7004.9,12.35,6.889,6.901,48.25,85.08,0.9096,63.0,919.1,18.01,8891.5,297762.6,17.71,29.16,46.31,17.15,0.5832,29221.1,179.3,B4282,0,0.82473,7,0,0,train
P08,HFP-2400,38,2025-03-27 12:08,F,PVAc_D4,Eiche,13.75,22.0,2.169,53.2,2,10.68,7010.2,8.97,6.909,6.917,48.44,85.65,0.907,59.6,870.7,19.45,9721.1,307483.7,19.64,29.67,49.27,19.61,0.8769,29222.0,173.7,B5791,0,0.85348,6,0,0,train
P08,HFP-2400,39,2025-03-27 13:22,F,PUR,Esche,10.6,25.0,2.079,57.4,2,14.84,7005.5,12.28,6.776,6.808,47.47,84.47,0.9013,61.55,884.1,21.97,10138.0,317621.6,19.71,29.77,49.63,19.86,0.6388,29223.0,179.0,B5980,0,0.88175,5,0,0,train
P08,HFP-2400,40,2025-03-27 14:29,S,PVAc_D4,Esche,12.14,22.0,2.138,57.9,2,12.53,6994.7,6.76,6.802,6.839,47.58,84.86,0.8991,66.2,820.1,15.3,6804.2,324425.8,18.65,30.75,50.28,19.53,0.6654,29223.9,171.8,B4692,0,0.90036,4,1,0,train
P08,HFP-2400,41,2025-03-27 15:38,S,PUR,Fichte,10.03,18.0,2.178,59.4,2,16.09,7002.3,8.6,6.764,6.766,47.36,83.8,0.9064,69.74,854.0,19.1,8896.7,333322.4,20.3,32.15,50.19,18.04,0.8835,29224.9,176.9,B5183,0,0.9286,3,1,0,train
P08,HFP-2400,42,2025-03-27 16:49,S,PVAc_D4,Eiche,9.01,22.0,2.062,57.1,2,13.32,7013.8,6.69,6.742,6.771,47.29,84.25,0.9001,63.11,909.3,17.62,8733.2,342055.6,20.21,31.04,51.46,20.42,0.7727,29225.9,174.6,B8676,0,0.95696,2,1,0,train
P08,HFP-2400,43,2025-03-27 18:01,S,PVAc_D4,Fichte,12.3,38.0,2.196,68.7,2,15.75,7017.0,11.06,6.88,6.905,48.28,84.73,0.9138,65.13,944.4,17.02,9069.9,351125.5,18.61,29.9,52.97,23.07,0.92,29227.0,181.5,B1937,0,0.98369,1,1,0,train
P08,HFP-2400,44,2025-03-27 19:18,S,PVAc_D3,Fichte,8.54,18.0,2.288,53.6,2,11.67,6995.0,10.88,6.7,6.74,46.87,82.77,0.9081,65.97,971.4,18.06,10020.1,361145.6,17.12,27.15,48.38,21.23,0.9674,29227.9,183.6,B8033,1,1.0,0,1,0,train
P09,HFP-3200,1,2025-09-22 21:00,S,PVAc_D4,Buche,13.0,18.0,2.219,54.5,2,10.22,6975.2,10.13,6.887,6.914,48.04,84.38,0.913,67.3,915.7,17.03,9147.0,9147.0,21.32,27.84,45.74,17.9,0.6679,35659.7,178.8,B7899,0,0.02419,34,0,0,train
P09,HFP-3200,2,2025-09-22 22:08,N,PVAc_D3,Eiche,7.8,30.0,1.677,62.1,2,14.88,6980.0,11.63,6.7,6.721,46.77,81.96,0.9152,65.4,886.1,21.73,10402.7,19549.7,22.35,33.52,46.66,13.14,0.7872,35660.8,183.5,B9806,0,0.04847,33,0,0,train
P09,HFP-3200,3,2025-09-22 23:20,N,PUR,Esche,11.31,38.0,2.685,75.0,2,16.74,6964.5,11.37,6.874,6.904,47.87,83.02,0.9248,70.14,964.4,16.11,9002.0,28551.7,19.57,27.63,47.72,20.09,0.871,35662.0,181.0,B6315,0,0.07148,32,0,0,train
P09,HFP-3200,4,2025-09-23 00:47,N,PVAc_D3,Buche,8.87,38.0,2.645,75.0,3,15.96,6954.8,6.21,6.7,6.717,46.6,81.28,0.9194,76.82,972.4,15.84,13545.1,42096.8,19.53,27.39,46.7,19.31,0.747,35663.3,172.8,B7248,0,0.10681,31,0,0,train
P09,HFP-3200,5,2025-09-23 02:10,N,PVAc_D3,Buche,8.63,38.0,2.13,67.5,3,14.42,6956.8,11.35,6.7,6.732,46.61,81.54,0.9168,72.68,921.7,18.75,14049.1,56145.9,18.1,27.75,41.84,14.08,0.8927,35664.4,182.4,B5459,0,0.13993,30,0,0,train
P09,HFP-3200,6,2025-09-23 03:39,N,PVAc_D3,Fichte,11.99,18.0,2.868,60.5,2,10.33,6975.5,7.84,6.923,6.987,48.29,83.17,0.9312,71.39,943.4,18.54,10194.0,66339.9,20.1,29.03,45.49,16.46,0.5933,35665.4,166.0,B7139,0,0.16281,29,0,0,train
P09,HFP-3200,7,2025-09-23 04:53,N,PUR,Fichte,9.51,25.0,1.919,61.1,2,17.12,6982.8,6.78,6.754,6.78,47.16,82.07,0.9216,67.83,958.7,16.58,8600.8,74940.8,19.47,30.1,49.32,19.22,0.7848,35666.4,176.1,B5101,0,0.18117,28,0,0,train
P09,HFP-3200,8,2025-09-23 06:08,F,PVAc_D4,Eiche,11.03,25.0,2.413,55.4,2,12.4,6952.3,5.4,6.845,6.877,47.59,83.95,0.9091,69.56,1016.2,18.9,11820.0,86760.8,19.86,28.56,41.57,13.01,0.535,35667.3,184.2,B8193,0,0.21554,27,0,0,train
P09,HFP-3200,9,2025-09-23 07:13,F,PVAc_D3,Eiche,9.27,38.0,2.18,66.5,3,16.01,6971.6,6.51,6.727,6.761,46.9,81.44,0.9234,69.59,960.5,18.06,13650.4,100411.1,21.89,30.29,45.95,15.66,0.6532,35668.4,174.4,B2967,0,0.25045,26,0,0,train
P09,HFP-3200,10,2025-09-23 08:33,F,PVAc_D3,Esche,9.13,25.0,2.771,61.5,2,11.74,6970.7,6.01,6.725,6.748,46.88,82.89,0.907,71.41,932.5,20.34,11466.9,111878.1,21.69,31.94,50.9,18.96,0.6996,35669.5,176.2,B3578,0,0.27937,25,0,0,train
P09,HFP-3200,11,2025-09-23 09:47,F,PUR,Fichte,13.01,25.0,2.493,59.5,2,14.3,6960.3,13.62,6.974,7.022,48.54,85.43,0.9113,70.14,880.8,18.16,9083.0,120961.1,21.64,32.75,50.73,17.98,0.7248,35670.5,166.5,B2295,0,0.30072,24,0,0,train
P09,HFP-3200,12,2025-09-23 11:01,F,PVAc_D3,Eiche,11.06,22.0,2.099,55.2,2,13.97,6983.3,9.28,6.768,6.779,47.26,82.06,0.9237,72.2,934.0,17.38,9959.4,130920.5,21.63,31.1,51.02,19.92,0.8107,35671.4,178.6,B1343,0,0.32533,23,0,0,train
P09,HFP-3200,13,2025-09-23 12:07,F,PVAc_D3,Buche,9.79,22.0,2.581,57.3,2,11.84,6977.3,5.7,6.74,6.786,47.03,83.15,0.907,65.49,986.5,17.92,10371.7,141292.2,27.0,35.43,56.55,21.12,0.6582,35672.3,184.1,B5285,0,0.351,22,0,0,train
P09,HFP-3200,14,2025-09-23 13:18,F,PVAc_D4,Fichte,9.56,30.0,2.316,64.4,2,13.64,6989.8,8.66,6.754,6.794,47.21,82.45,0.9184,69.6,974.8,17.27,9828.8,151120.9,25.5,34.68,51.75,17.08,0.8803,35673.4,178.4,B7126,0,0.37408,21,0,0,train
P09,HFP-3200,15,2025-09-23 14:33,S,PVAc_D3,Buche,10.28,38.0,2.424,63.7,2,16.81,6992.4,6.64,6.744,6.775,47.16,82.8,0.9134,72.44,948.0,21.22,11818.7,162939.6,24.56,34.17,55.0,20.84,0.7535,35674.5,185.9,B2098,0,0.40727,20,0,0,train
P09,HFP-3200,16,2025-09-23 15:49,S,PVAc_D4,Esche,11.24,38.0,2.978,74.1,3,16.17,6948.9,8.91,6.828,6.833,47.45,83.99,0.906,72.98,966.7,18.04,15171.4,178111.0,25.3,36.05,54.78,18.73,0.7249,35675.7,176.4,B2756,0,0.4436,19,0,0,train
P09,HFP-3200,17,2025-09-23 17:12,S,PVAc_D3,Eiche,9.89,38.0,2.31,71.2,3,16.53,6987.0,7.92,6.7,6.746,46.81,81.4,0.9223,76.72,970.6,17.85,15020.7,193131.8,23.28,33.97,51.34,17.37,0.8354,35676.9,186.5,B2338,0,0.48507,18,0,0,train
P09,HFP-3200,18,2025-09-23 18:38,S,PUR,Esche,7.88,25.0,2.046,58.9,2,16.41,6974.8,5.65,6.7,6.705,46.73,81.48,0.9198,82.73,1003.9,18.17,11258.0,204389.8,23.48,31.34,50.81,19.48,0.7021,35677.9,174.5,B7710,0,0.51625,17,0,0,train
P09,HFP-3200,19,2025-09-23 19:52,S,PUR,Eiche,8.84,18.0,2.388,58.0,2,14.71,6966.6,9.65,6.7,6.735,46.68,82.2,0.9106,72.46,1085.3,14.13,9257.5,213647.2,22.6,31.19,51.41,20.21,1.088,35678.8,181.1,B1380,0,0.54025,16,0,0,train
P09,HFP-3200,20,2025-09-23 21:06,S,PVAc_D4,Buche,12.36,25.0,2.328,60.1,2,11.18,6952.9,9.94,6.901,6.928,47.98,83.7,0.9194,79.82,951.5,17.81,10138.2,223785.4,23.18,33.25,53.8,20.55,0.741,35679.8,174.4,B9487,0,0.56442,15,0,0,train
P09,HFP-3200,21,2025-09-23 22:24,N,PUR,Esche,12.87,30.0,2.345,58.1,2,17.69,6963.1,5.18,6.924,6.955,48.21,84.88,0.9109,79.82,950.4,16.31,8654.2,232439.6,22.85,31.8,56.08,24.28,1.0228,35680.8,171.7,B5706,0,0.58563,14,0,0,train
P09,HFP-3200,22,2025-09-23 23:42,N,PUR,Fichte,11.27,38.0,2.186,72.2,3,17.96,6961.9,7.06,6.818,6.857,47.47,84.29,0.9031,75.24,1060.3,17.35,14399.3,246838.9,20.95,32.52,51.24,18.73,0.9664,35682.0,173.3,B7914,0,0.61988,13,0,0,train
P09,HFP-3200,23,2025-09-24 01:07,N,PVAc_D3,Esche,10.9,18.0,2.641,54.7,2,10.93,6953.8,8.35,6.816,6.838,47.4,83.05,0.9152,71.1,909.5,19.35,9960.0,256798.9,21.51,29.24,51.73,22.49,0.8487,35682.9,176.6,B3198,0,0.64485,12,0,0,train
P09,HFP-3200,24,2025-09-24 02:20,N,PVAc_D3,Buche,12.8,25.0,2.615,62.3,2,12.69,6998.8,8.4,6.913,6.936,48.38,85.39,0.9088,80.3,968.6,21.24,13088.7,269887.6,20.44,30.38,57.01,26.63,0.9344,35684.0,174.4,B9182,0,0.68227,11,0,0,train
P09,HFP-3200,25,2025-09-24 03:35,N,PUR,Fichte,11.13,30.0,2.458,67.2,3,17.88,6979.0,10.95,6.868,6.904,47.93,83.97,0.9155,85.63,919.7,15.98,12768.1,282655.7,20.04,30.65,55.58,24.93,0.8461,35685.1,172.6,B9585,0,0.71033,10,0,0,train
P09,HFP-3200,26,2025-09-24 05:03,N,PVAc_D4,Fichte,8.84,25.0,2.444,62.5,2,11.68,6966.5,11.01,6.7,6.738,46.68,82.3,0.9095,76.99,878.6,19.15,9107.9,291763.6,19.42,28.97,54.07,25.11,0.7175,35686.1,172.8,B9209,0,0.72997,9,0,0,train
P09,HFP-3200,27,2025-09-24 06:23,F,PUR,Buche,9.41,18.0,1.711,51.0,2,12.42,6977.2,7.77,6.727,6.756,46.94,82.29,0.9147,80.11,922.6,19.77,11167.2,302930.7,21.87,32.24,55.23,22.99,0.6431,35687.0,174.2,B9761,0,0.7585,8,0,0,train
P09,HFP-3200,28,2025-09-24 07:35,F,PVAc_D4,Esche,10.39,38.0,1.976,69.4,2,16.5,6963.6,9.81,6.749,6.776,47.0,81.75,0.922,80.11,889.5,17.31,8767.9,311698.6,22.07,32.76,57.44,24.68,1.0852,35688.1,177.8,B8404,0,0.78029,7,0,0,train
P09,HFP-3200,29,2025-09-24 08:59,F,PVAc_D3,Eiche,8.96,38.0,2.408,68.3,2,16.59,6967.7,9.76,6.7,6.739,46.68,82.87,0.9035,78.74,1052.6,19.38,12186.6,323885.2,22.47,31.92,56.36,24.44,0.9862,35689.3,175.0,B4687,0,0.81218,6,0,0,train
P09,HFP-3200,30,2025-09-24 10:29,F,PUR,Fichte,13.48,25.0,2.94,61.8,2,16.26,6986.9,5.63,7.001,7.041,48.91,85.97,0.9125,83.48,1003.7,19.66,12856.9,336742.1,22.57,30.12,55.48,25.37,0.8576,35690.3,190.3,B1559,0,0.84429,5,0,0,train
P09,HFP-3200,31,2025-09-24 11:51,F,PVAc_D4,Buche,11.12,38.0,2.295,66.6,2,14.78,6974.7,9.42,6.87,6.888,47.92,84.36,0.9109,75.1,1045.3,15.05,9611.2,346353.3,22.87,29.99,59.64,29.65,0.9611,35691.4,172.6,B7291,0,0.86713,4,1,0,train
P09,HFP-3200,32,2025-09-24 13:12,F,PUR,Fichte,12.89,18.0,2.116,51.4,2,12.02,6963.7,9.23,6.949,6.98,48.39,86.2,0.9003,81.72,1027.8,19.09,12423.9,358777.3,26.33,35.72,63.86,28.14,0.9981,35692.3,174.2,B2715,0,0.89849,3,1,0,train
P09,HFP-3200,33,2025-09-24 14:19,S,PVAc_D4,Eiche,8.56,30.0,2.385,64.9,3,15.04,6979.1,8.03,6.7,6.746,46.76,82.48,0.9092,76.0,917.8,17.55,13689.9,372467.2,25.31,34.79,64.34,29.55,1.2148,35693.3,189.1,B3541,0,0.93051,2,1,0,train
P09,HFP-3200,34,2025-09-24 15:42,S,PVAc_D3,Esche,10.78,22.0,2.778,55.8,3,13.68,6960.4,9.96,6.809,6.845,47.39,84.41,0.9004,83.57,997.7,19.34,17693.1,390160.3,22.92,30.48,57.18,26.7,0.8305,35694.3,188.5,B4428,0,0.96955,1,1,0,train
P09,HFP-3200,35,2025-09-24 16:59,S,PVAc_D3,Eiche,10.91,30.0,2.443,63.8,2,13.62,6967.8,6.49,6.787,6.818,47.29,83.93,0.9037,86.15,973.1,19.92,12293.8,402454.0,23.97,34.35,64.42,30.07,1.0588,35695.3,172.8,B5172,1,1.0,0,1,0,train
P10,HFP-2400,1,2025-01-20 01:00,N,PUR,Fichte,9.52,25.0,1.981,64.1,3,15.12,7019.6,10.37,6.7,6.706,47.03,82.41,0.9153,57.56,749.6,15.79,8226.9,8226.9,10.5,20.42,28.88,8.46,0.5653,8891.3,174.1,B8973,0,0.01418,53,0,0,train
P10,HFP-2400,2,2025-01-20 02:14,N,PVAc_D3,Fichte,11.43,30.0,2.147,64.9,2,13.27,7003.9,9.62,6.743,6.768,47.23,81.97,0.924,59.85,734.4,18.19,6348.7,14575.7,10.14,20.43,29.72,9.29,0.5754,8892.3,174.5,B9347,0,0.02459,52,0,0,train
P10,HFP-2400,3,2025-01-20 03:34,N,PVAc_D3,Buche,12.1,38.0,2.129,69.9,2,16.39,7026.4,9.7,6.852,6.904,48.15,83.51,0.9246,53.4,739.0,19.74,6473.9,21049.5,9.42,21.09,29.31,8.22,0.7986,8893.5,174.5,B3968,0,0.03627,51,0,0,train
P10,HFP-2400,4,2025-01-20 05:04,N,PUR,Eiche,11.22,25.0,2.518,66.5,2,15.67,7016.9,5.85,6.787,6.817,47.63,82.79,0.9226,58.46,764.3,17.95,6745.4,27795.0,11.52,22.94,28.43,5.49,0.7303,8894.6,180.9,B4319,0,0.04816,50,0,0,train
P10,HFP-2400,5,2025-01-20 06:23,F,PVAc_D4,Esche,12.17,22.0,2.076,53.0,3,10.78,7014.3,8.28,6.795,6.812,47.66,82.72,0.9241,51.24,785.0,17.47,9318.8,37113.8,9.96,19.59,28.97,9.37,0.5065,8895.5,179.7,B2939,0,0.06563,49,0,0,train
P10,HFP-2400,6,2025-01-20 07:28,F,PVAc_D4,Esche,10.57,38.0,1.976,75.0,3,15.11,6996.3,8.66,6.724,6.752,47.05,81.67,0.9238,53.17,729.6,17.17,8415.9,45529.7,10.66,22.56,31.88,9.32,0.5579,8896.7,170.8,B3402,0,0.0815,48,0,0,train
P10,HFP-2400,7,2025-01-20 08:57,F,PUR,Fichte,10.71,22.0,2.511,61.7,3,13.23,6994.9,12.79,6.73,6.751,47.07,81.88,0.9221,60.55,769.2,18.1,9889.0,55418.7,12.47,21.21,30.05,8.84,0.7478,8897.8,184.7,B4252,0,0.09689,47,0,0,train
P10,HFP-2400,8,2025-01-20 10:15,F,PUR,Fichte,8.64,22.0,1.96,56.3,3,15.02,6997.7,11.31,6.7,6.729,46.88,82.03,0.9167,55.46,822.2,16.79,9846.4,65265.1,12.81,24.85,34.22,9.36,0.5794,8898.7,173.9,B5761,0,0.11235,46,0,0,train
P10,HFP-2400,9,2025-01-20 11:28,F,PVAc_D4,Esche,8.25,18.0,2.343,54.3,2,12.25,7036.4,9.8,6.7,6.742,47.14,81.99,0.9222,68.24,833.6,17.49,7058.4,72323.4,12.68,23.33,29.28,5.95,0.4725,8899.6,193.9,B4307,0,0.12344,45,0,0,train
P10,HFP-2400,10,2025-01-20 12:43,F,PVAc_D4,Fichte,12.48,30.0,2.088,71.2,2,16.45,7011.0,8.7,6.768,6.781,47.45,83.17,0.9149,57.08,830.5,22.15,8434.1,80757.5,14.08,25.96,29.88,3.92,0.6804,8900.8,181.1,B7487,0,0.1404,44,0,0,train
P10,HFP-2400,11,2025-01-20 14:03,S,PVAc_D4,Fichte,9.93,22.0,1.936,58.4,2,14.02,7003.0,10.19,6.7,6.719,46.92,80.92,0.9299,59.09,841.1,19.45,8374.0,89131.5,14.83,26.49,35.66,9.17,0.5743,8901.8,182.5,B8494,0,0.15797,43,0,0,train
P10,HFP-2400,12,2025-01-20 15:13,S,PUR,Fichte,12.7,25.0,2.329,60.8,3,14.16,7016.0,11.84,6.938,6.973,48.68,85.0,0.9185,58.64,777.7,15.47,8589.5,97721.0,11.6,21.94,31.77,9.83,0.7494,8902.8,176.2,B5255,0,0.17295,42,0,0,train
P10,HFP-2400,13,2025-01-20 16:23,S,PVAc_D3,Fichte,12.71,18.0,2.033,50.9,2,10.53,7017.7,7.28,6.829,6.854,47.92,83.34,0.9222,54.02,779.5,15.82,6098.0,103819.0,15.74,25.7,41.04,15.34,0.5038,8903.6,173.6,B5578,0,0.18338,41,0,0,train
P10,HFP-2400,14,2025-01-20 17:26,S,PVAc_D4,Buche,8.94,25.0,2.476,58.1,2,12.48,7001.2,13.78,6.72,6.759,47.05,81.72,0.9234,61.16,823.3,17.62,7219.5,111038.4,13.65,23.18,30.51,7.33,0.652,8904.6,178.6,B7720,0,0.19702,40,0,0,train
P10,HFP-2400,15,2025-01-20 18:41,S,PVAc_D3,Esche,8.41,18.0,2.208,51.0,3,10.31,7008.1,12.66,6.7,6.729,46.95,82.52,0.9125,54.58,810.0,17.65,10064.6,121103.0,11.57,22.51,26.86,4.35,0.8048,8905.5,182.2,B3867,0,0.21514,39,0,0,train
P10,HFP-2400,16,2025-01-20 19:52,S,PUR,Fichte,11.29,22.0,2.376,55.8,2,14.51,7023.2,10.53,6.842,6.884,48.05,83.23,0.9259,64.93,809.7,16.66,7234.9,128337.9,12.4,22.89,29.73,6.84,0.6026,8906.4,193.5,B5411,0,0.22757,38,0,0,train
P10,HFP-2400,17,2025-01-20 21:07,S,PUR,Buche,11.48,25.0,2.261,64.3,2,15.81,7038.6,9.24,6.773,6.785,47.67,83.86,0.9116,67.65,853.7,19.35,8483.9,136821.8,11.74,23.72,32.85,9.13,0.7957,8907.5,182.1,B6610,0,0.24297,37,0,0,train
P10,HFP-2400,18,2025-01-20 22:21,N,PUR,Esche,10.31,18.0,1.946,52.4,3,14.33,6983.8,11.48,6.708,6.722,46.85,82.24,0.9135,65.12,835.9,17.49,10046.1,146867.9,11.32,22.35,27.49,5.14,0.8553,8908.3,173.0,B6338,0,0.26252,36,0,0,train
P10,HFP-2400,19,2025-01-20 23:33,N,PVAc_D3,Buche,11.46,25.0,1.987,58.2,2,14.85,7005.6,8.23,6.711,6.737,47.02,82.36,0.9155,66.76,804.6,14.63,6023.3,152891.1,11.24,23.52,29.03,5.51,0.5662,8909.3,191.1,B9296,0,0.27299,35,0,0,train
P10,HFP-2400,20,2025-01-21 00:43,N,PVAc_D4,Esche,11.07,25.0,2.715,63.0,3,11.72,6995.1,9.7,6.758,6.768,47.27,83.43,0.9086,60.05,784.9,16.86,9881.4,162772.5,9.58,20.17,20.28,0.11,0.5017,8910.4,173.5,B7786,0,0.29148,34,0,0,train
P10,HFP-2400,21,2025-01-21 01:56,N,PVAc_D4,Esche,9.61,38.0,2.095,62.3,3,11.98,6960.0,9.75,6.7,6.727,46.63,81.42,0.9185,63.66,787.0,16.84,9985.8,172758.3,9.19,18.34,31.47,13.13,0.8094,8911.4,180.7,B9628,0,0.31076,33,0,0,train
P10,HFP-2400,22,2025-01-21 03:12,N,PUR,Buche,10.42,38.0,2.225,71.6,3,19.77,7021.5,9.41,6.726,6.762,47.23,82.32,0.9201,65.49,838.1,16.38,10392.4,183150.7,11.61,21.95,32.69,10.73,0.6766,8912.6,193.6,B8902,0,0.33087,32,0,0,train
P10,HFP-2400,23,2025-01-21 04:43,N,PUR,Eiche,11.2,30.0,2.548,70.3,3,18.09,7007.1,6.87,6.774,6.811,47.47,83.83,0.9081,67.08,834.5,17.92,11415.6,194566.3,10.4,20.83,32.42,11.59,0.707,8913.8,181.8,B6833,0,0.35206,31,0,0,train
P10,HFP-2400,24,2025-01-21 06:07,F,PVAc_D4,Fichte,11.57,25.0,2.583,62.0,2,14.83,7022.7,10.78,6.839,6.854,48.03,84.58,0.9107,61.21,889.1,16.29,7126.0,201692.3,10.89,21.48,33.03,11.55,0.8147,8914.8,179.5,B9795,0,0.3651,30,0,0,train
P10,HFP-2400,25,2025-01-21 07:29,F,PVAc_D3,Eiche,10.01,25.0,2.166,63.7,3,14.78,6991.2,9.24,6.725,6.746,47.02,83.25,0.9057,59.67,762.6,17.44,10010.1,211702.4,11.47,21.22,27.81,6.59,0.8749,8915.9,173.1,B2719,0,0.38,29,0,0,train
P10,HFP-2400,26,2025-01-21 08:50,F,PVAc_D3,Esche,9.82,22.0,2.207,55.0,3,13.24,7023.9,12.37,6.704,6.754,47.08,82.51,0.9152,61.89,942.2,18.46,12798.0,224500.4,11.18,21.76,29.96,8.19,0.7632,8916.8,183.8,B2512,0,0.4077,28,0,0,train
P10,HFP-2400,27,2025-01-21 09:56,F,PUR,Esche,9.79,22.0,1.649,58.0,3,12.99,7019.3,9.32,6.7,6.701,47.03,82.52,0.914,61.46,822.6,18.43,11464.8,235965.2,12.17,24.07,34.78,10.71,0.7404,8917.7,176.1,B9244,0,0.42738,27,0,0,train
